Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Chatty,623332958,0,0,0,154891,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Hotdog,223445887,66,29,37,79427,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G8 ARC Trooper G1
Reaper2D2,383989544,9,1,8,130557,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Officer Smooth Brain,488683323,1,1,0,152086,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Nall1986,557293475,0,0,0,151237,Shaak Ti Fives Rex Echo (501st) ARC Trooper
AndySkywalker,347134145,6,6,0,151346,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Force Wielding Caveman,121617387,0,0,0,153031,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ChrisCarter,399125674,59,49,10,135128,Shaak Ti R2 Fives R2 Rex R1 Echo (501st) ARC Trooper
CT 5555,814919958,86,1,85,44168,Shaak Ti G1 Fives G1 Rex G1 Echo (501st) G1 ARC Trooper G1 6*
CT 7567,349191421,86,1,85,44621,Shaak Ti G1 Fives G1 Rex G1 Echo (501st) G1 ARC Trooper G1 6*
Lex Naga,744987494,52,12,40,85766,Shaak Ti R1 Fives G11 Rex G12 Echo (501st) G12 ARC Trooper G1 5*
Plo Koons Doom Platoon,685768885,0,0,0,157749,Shaak Ti Fives Rex Echo (501st) ARC Trooper
BellaTrixter,368433349,16,6,10,124108,Shaak Ti Fives R3 Rex R3 Echo (501st) R2 ARC Trooper R2
CC 2224,455353329,82,1,81,43275,Shaak Ti G1 Fives G5 Rex G1 Echo (501st) G1 ARC Trooper G1 5*
FedeRox,753788473,82,62,20,103766,Shaak Ti Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G12
Baldwin3125,194743988,16,0,16,119011,Shaak Ti Fives R1 Rex R1 Echo (501st) R1 ARC Trooper R1
Sorry I Die Alot,875369858,10,0,10,124167,Shaak Ti R3 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
LordMetellus,649984373,2,0,2,137017,Shaak Ti Fives Rex Echo (501st) R4 ARC Trooper R4
McGʉffιη,474274391,38,12,26,96766,Shaak Ti Fives G10 Rex G8 Echo (501st) R1 ARC Trooper R1
Ocin,816683245,11,7,4,141423,Shaak Ti R3 Fives Rex R3 Echo (501st) ARC Trooper
Mortus,647791474,58,27,31,86840,Shaak Ti G11 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Bizurker,856972599,0,0,0,141982,Shaak Ti Fives Rex Echo (501st) ARC Trooper
CC 5576,854419318,86,1,85,44433,Shaak Ti G1 Fives G1 Rex G1 Echo (501st) G1 ARC Trooper G1 5*
CaptainRecker,664645297,46,40,6,123425,Shaak Ti Fives Rex Echo (501st) ARC Trooper G12
Giran Kenor Twitchin,441134558,86,86,0,141284,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ziggs,355757928,69,22,47,58277,Shaak Ti R4 Fives G11 Rex G12 Echo (501st) G3 ARC Trooper G0 0*
ManõWar,718134452,39,15,24,113860,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
T boy 3,259354979,2,2,0,148110,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MINI PhantomSilky,896689927,6,4,2,146297,Shaak Ti Fives Rex R3 Echo (501st) ARC Trooper
Agent47,587393944,0,0,0,151646,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Nova51,713489383,16,16,0,147912,Shaak Ti Fives Rex Echo (501st) ARC Trooper
NLALDV,566795192,22,5,17,107115,Shaak Ti R4 Fives R3 Rex R3 Echo (501st) G12 ARC Trooper G12
Bread,225226678,66,0,66,26553,Shaak Ti G0 0* Fives G8 Rex G8 Echo (501st) G8 5* ARC Trooper G0 0*
J48W,444427259,3,3,0,156064,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Levka Fae,613883238,44,36,8,123350,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Greg,468297123,47,17,30,93628,Shaak Ti Fives G12 Rex G12 Echo (501st) G10 ARC Trooper G8
Jikuyin,873679216,0,0,0,135337,Shaak Ti Fives Rex Echo (501st) ARC Trooper
hello23,248752222,13,3,10,121943,Shaak Ti G12 Fives Rex Echo (501st) R3 ARC Trooper R3
Slimjimmy,439943974,26,0,26,83457,Shaak Ti R3 Fives R3 Rex G11 Echo (501st) G11 ARC Trooper G10
ItzMarshmellow,614434565,33,0,33,75431,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G1 5*
Giran Twitchin,214195595,90,90,0,134183,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Zarseem Dyartes,386578859,4,0,4,134603,Shaak Ti Fives Rex Echo (501st) ARC Trooper R1
D Money,154714722,27,7,20,119953,Shaak Ti Fives G12 Rex G12 Echo (501st) R1 ARC Trooper R1
TornSnow871810,977366941,89,0,89,676,Shaak Ti G0 0* Fives G1 3* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Sinsailor,979111558,41,0,41,67958,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G1
Corgoth,385491399,42,0,42,53632,Shaak Ti R3 Fives R3 Rex G8 6* Echo (501st) G8 5* ARC Trooper G0 0*
Спасибо,848575687,69,0,69,16880,Shaak Ti G1 3* Fives G9 5* Rex G5 4* Echo (501st) G6 3* ARC Trooper G0 0*
Hex,748348248,40,0,40,77512,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G9 ARC Trooper G1 5*
UNLIMITED POWER,786983691,0,0,0,147354,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Slevenski,931462754,22,0,22,99486,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G12
