Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
NIGHTHAWK,314127927,11,0,11,133509,Shaak Ti R4 Fives G12 Rex R1 Echo (501st) ARC Trooper
High Ground,922557416,15,0,15,123215,Shaak Ti Fives R1 Rex R2 Echo (501st) R1 ARC Trooper R1
Baron88,599545491,0,0,0,138332,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Sion Helkar,717467744,42,40,2,136299,Shaak Ti Fives Rex Echo (501st) R4 ARC Trooper R4
DangeRuss,763299676,0,0,0,142576,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Phillip A,734488427,0,0,0,154525,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mo,747127327,0,0,0,138291,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Yrevaekul,585975983,0,0,0,147100,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Hoffinator,648332285,36,14,22,112919,Shaak Ti Fives G12 Rex G12 Echo (501st) R2 ARC Trooper G11 4*
Dante Thunderstone,631192539,0,0,0,140992,Shaak Ti Fives Rex Echo (501st) ARC Trooper
YasonBorn,467826388,9,0,9,128795,Shaak Ti Fives R4 Rex R4 Echo (501st) R4 ARC Trooper G12
Barf,752464551,17,0,17,123897,Shaak Ti Fives R3 Rex R2 Echo (501st) G12 ARC Trooper G12
Atlas,915344752,0,0,0,151313,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mr Glass,378528143,0,0,0,155074,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Senator Radar,762939254,0,0,0,139530,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Kraxenyore,549819233,17,6,11,117818,Shaak Ti Fives Rex R3 Echo (501st) R3 ARC Trooper G11 5*
Tar Chasz,451387452,23,0,23,115274,Shaak Ti Fives G13 Rex G12 Echo (501st) G12 ARC Trooper G12
Zee Glarr,192447715,6,0,6,132325,Shaak Ti Fives Rex R3 Echo (501st) R3 ARC Trooper R3
Han71,578739689,0,0,0,141419,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Daywalker,691437714,21,0,21,118106,Shaak Ti Fives R2 Rex G12 Echo (501st) G12 ARC Trooper G12
TalonKarrde,813563816,0,0,0,134845,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DukeCardlert,645898596,24,0,24,115478,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Kan Tango,139262634,35,10,25,101086,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G11
DarkestDrizzt,525758127,0,0,0,138789,Shaak Ti Fives Rex Echo (501st) ARC Trooper
UnoHero,271527426,74,1,73,25874,Shaak Ti G1 Fives G7 Rex G6 Echo (501st) G2 ARC Trooper G1 4*
OdaYukimura,531636458,75,8,67,27433,Shaak Ti G7 3* Fives G7 Rex G7 Echo (501st) G1 ARC Trooper G1 4*
x10na,186813679,79,17,62,44793,Shaak Ti G10 Fives G11 Rex G6 Echo (501st) G1 ARC Trooper G0 0*
SLKREY,775597335,50,2,48,71191,Shaak Ti G9 Fives R3 Rex G10 Echo (501st) G7 ARC Trooper G0 0*
Bret,445947466,0,0,0,138106,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Sidrial,348549185,16,0,16,119988,Shaak Ti G12 Fives R4 Rex R4 Echo (501st) R3 ARC Trooper G12
videoturtle6969,251231153,30,6,24,99031,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
FragmentedVertex,771433652,65,27,38,70482,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) G8 ARC Trooper G0 0*
EmperorCrosby,657899275,7,1,6,129242,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
Bastion,519312524,0,0,0,134638,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Raeden Karr,216829185,30,6,24,117975,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
BTalon,598466445,8,0,8,135216,Shaak Ti R3 Fives R2 Rex R2 Echo (501st) ARC Trooper
DeeNix,398571755,24,0,24,116632,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Eduardo Cadav,993371546,6,0,6,138636,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
Ethan Geilvta,897771859,59,24,35,62518,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 6* ARC Trooper G7 5*
Shaquille Oatmeal,886551721,61,1,60,50150,Shaak Ti R3 Fives G9 Rex G3 Echo (501st) G1 ARC Trooper G1 4*
GravelSK,496916323,0,0,0,148869,Shaak Ti Fives Rex Echo (501st) ARC Trooper
FIREBURT,756692681,16,0,16,122775,Shaak Ti Fives R1 Rex R1 Echo (501st) R1 ARC Trooper R1
Obi Wan71,173413916,0,0,0,155447,Shaak Ti Fives Rex Echo (501st) ARC Trooper
