Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
GameMasterTy,638481212,0,0,0,139317,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Amish Thunder,176912959,25,13,12,122413,Shaak Ti R4 Fives R3 Rex R2 Echo (501st) R2 ARC Trooper R2
Stu Karnus,531577471,37,14,23,106158,Shaak Ti Fives G12 Rex G12 Echo (501st) G13 ARC Trooper G12
Azrian Wayfinder,534697898,5,5,0,137988,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Dark Helmet,168861666,19,9,10,128385,Shaak Ti Fives R3 Rex R4 Echo (501st) R4 ARC Trooper G12
Husky,426623327,28,16,12,131383,Shaak Ti G12 Fives R2 Rex R2 Echo (501st) ARC Trooper
yoadreane,578743589,40,18,22,109982,Shaak Ti R3 Fives G12 Rex R1 Echo (501st) R2 ARC Trooper G11 4*
Zayelt Yazmin,921894553,0,0,0,155377,Shaak Ti Fives Rex Echo (501st) ARC Trooper
KreigerXenos,282691815,29,29,0,135282,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Skycrawler,622484469,37,29,8,124624,Shaak Ti Fives Rex Echo (501st) ARC Trooper G10 5*
Nettles123,147898847,51,26,25,107193,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G11 4*
MasterExploder,871232367,26,26,0,134448,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Rex,641548843,37,16,21,111205,Shaak Ti R3 Fives R1 Rex R2 Echo (501st) G12 ARC Trooper G12
KrypticKaoz,945359717,27,27,0,136544,Shaak Ti Fives Rex Echo (501st) ARC Trooper
lim,182423932,0,0,0,138753,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Noname Q,927523775,30,30,0,134128,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Meeraval Marnath,945775464,0,0,0,152516,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Andres,436292767,29,17,12,136198,Shaak Ti Fives G12 Rex G12 Echo (501st) ARC Trooper
Altern8,453728856,26,26,0,138099,Shaak Ti Fives Rex Echo (501st) ARC Trooper
sharks198,449632632,27,6,21,118088,Shaak Ti Fives R1 Rex R1 Echo (501st) G11 ARC Trooper G12
Driller,456288429,30,3,27,102748,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G11
Chef,528421884,30,17,13,124414,Shaak Ti Fives G9 Rex R1 Echo (501st) ARC Trooper
Robby Hanenburg,265566658,31,7,24,110137,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Darthtim,146688265,42,31,11,127004,Shaak Ti Fives R3 Rex R2 Echo (501st) R2 ARC Trooper R2
Odog916,568143631,36,17,19,114109,Shaak Ti Fives R2 Rex R2 Echo (501st) G12 ARC Trooper G11 4*
Jadenhawke,797846433,41,6,35,96422,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G8 ARC Trooper G7
Shadowtrap,226344937,0,0,0,155997,Shaak Ti Fives Rex Echo (501st) ARC Trooper
KillerKemphfer,249539328,30,6,24,117122,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Talin Vandor,777742531,24,0,24,116772,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Mandigo Duco,938411964,31,2,29,105523,Shaak Ti R3 Fives G11 Rex G12 Echo (501st) G12 ARC Trooper G10
CT5555,294933721,5,3,2,133399,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
Stu McGree,659723461,44,4,40,81504,Shaak Ti R3 Fives R3 Rex G9 Echo (501st) G9 ARC Trooper G0 0*
QuarterwayHook,367747775,34,4,30,100681,Shaak Ti R3 Fives R2 Rex G10 Echo (501st) G7 ARC Trooper G12
Joshua I K Wilson,172459436,13,1,12,134278,Shaak Ti Fives Rex Echo (501st) G12 ARC Trooper G12
MIL2F NOW,427479521,26,3,23,112113,Shaak Ti R3 Fives G12 Rex R2 Echo (501st) G12 ARC Trooper G12
halfwayhook,486729994,18,0,18,118489,Shaak Ti Fives Rex G12 Echo (501st) G12 ARC Trooper G12
Ashla Bogan,378192553,0,0,0,134646,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Redhawks4 pitcher,279357594,65,0,65,29612,Shaak Ti G0 0* Fives G10 Rex G8 Echo (501st) G7 6* ARC Trooper G0 0*
SoyCrab,769199828,42,0,42,60876,Shaak Ti R3 Fives R3 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
DarthSchmi,445339133,17,2,15,117399,Shaak Ti G11 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Faulker,697435359,3,2,1,134632,Shaak Ti R4 Fives Rex Echo (501st) ARC Trooper
Zac,393687345,18,0,18,120602,Shaak Ti Fives R3 Rex R3 Echo (501st) G12 ARC Trooper G10
LukebinSolo,957766271,30,9,21,119702,Shaak Ti G12 Fives R2 Rex G12 Echo (501st) ARC Trooper G12
Ashaman,793686414,28,0,28,110970,Shaak Ti R1 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
MeMeItsMe,213144715,18,1,17,121874,Shaak Ti Fives G12 Rex R1 Echo (501st) R4 ARC Trooper G12
Feel my force,239758921,0,0,0,154744,Shaak Ti Fives Rex Echo (501st) ARC Trooper
StradsMan3,932773673,35,29,6,141213,Shaak Ti Fives R2 Rex R2 Echo (501st) ARC Trooper
